sample	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n	Completeness_General	Contamination	Completeness_Specific	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	in_v0.1	in_661k	Run	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name	Species_x	Species_y	HQ	QC	QC_Prediction
SAMEA4744050	4831974	140	34514.1	289967	200	0	0	132864	13	86612	21	31133	40	100.0	0.11	100.0	Neural Network (Specific Model)	11.0	0.879	132864.0	309.87702053298386	4831974.0	0.51	4578.0		Y	Y	ERR2652839	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.33	86.0	NA-NA	HIGH	NA-NA	86.0	85.437	9164/21223	97.33	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA3472131	4764488	121	39375.93	258907	201	0	0	125725	14	83640	23	30891	42	100.0	0.06	100.0	Neural Network (Specific Model)	11.0	0.881	125725.0	312.14447907390917	4764488.0	0.51	4492.0		Y	Y	ERR1082460	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.41	90.0	NA-NA	HIGH	NA-NA	90.0	89.448	9422/21223	97.41	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN08963257	5286030	303	17445.64	360159	200	100	1	123928	14	83028	25	20989	50	100.0	0.17	100.0	Neural Network (Specific Model)	11.0	0.874	123928.0	290.2692741632193	5286030.0	0.5	5318.0		Y	Y	SRR7048521	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	0.1143	0.1124	98.94	0.055	97.84-100.42	0.055	0.03-0.08	1.0	0.754	1121/21226	90.95	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Escherichia coli	T	Fail	Pass
SAMN08963257	5286030	303	17445.64	360159	200	100	1	123928	14	83028	25	20989	50	100.0	0.17	100.0	Neural Network (Specific Model)	11.0	0.874	123928.0	290.2692741632193	5286030.0	0.5	5318.0		Y	Y	SRR7048521	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.8857	99.8876	97.17	48.0	NA-NA	HIGH	NA-NA	48.0	48.011	8704/21223	97.17	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN04558437	5501926	397	13858.76	282932	201	100	1	130425	15	54059	29	17268	61	100.0	0.45	100.0	Neural Network (Specific Model)	11.0	0.876	130425.0	287.35232142857143	5501926.0	0.51	5600.0		Y	Y	SRR3231647	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.73	79.0	NA-NA	HIGH	NA-NA	79.0	72.747	10429/21223	97.73	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Fail
SAMN04562597	4481395	129	34739.5	295463	203	0	0	98486	16	47119	30	29385	53	100.0	0.09	100.0	Neural Network (Specific Model)	11.0	0.882	98486.0	315.3305449330784	4481395.0	0.51	4184.0		Y	Y	SRR3377717	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.31	57.0	NA-NA	HIGH	NA-NA	57.0	57.103	9125/21223	97.31	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Fail
SAMN09695346	5417586	323	16772.71	373065	205	100	1	194734	11	76247	20	22436	45	100.0	0.33	100.0	Neural Network (Specific Model)	11.0	0.877	194734.0	290.3739480424442	5417586.0	0.51	5466.0		Y	Y	SRR7544701	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.34	55.0	NA-NA	HIGH	NA-NA	55.0	56.107	9200/21223	97.34	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN10075660	4359012	420	10378.6	98322	201	0	0	27824	46	16897	87	5750	169	99.52	0.28	100.0	Neural Network (Specific Model)	11.0	0.863	27824.0	282.4220224719101	4359012.0	0.5	4450.0		Y	Y	SRR7850143	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	96.94	63.0	NA-NA	HIGH	NA-NA	63.0	65.636	8098/21223	96.94	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Fail
SAMEA3641262	4465426	460	9707.45	88244	203	0	0	24280	56	14700	103	5702	195	100.0	0.0	100.0	Neural Network (Specific Model)	11.0	0.866	24280.0	290.7441494149415	4465426.0	0.51	4444.0		Y	Y	ERR1290130	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.11	98.0	NA-NA	HIGH	NA-NA	98.0	98.06	8553/21223	97.11	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Fail
SAMN08519220	5237886	75	69838.48	977262	255	0	0	285300	5	184205	10	50478	21	99.92	0.68	100.0	Neural Network (Specific Model)	11.0	0.88	285300.0	311.7539987851792	5237886.0	0.5	4939.0		Y	Y	SRR6724072	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.91	54.0	NA-NA	HIGH	NA-NA	54.0	54.196	15111/21223	98.91	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN05928448	3884086	228	17035.46	435101	206	0	0	125368	9	57463	17	7726	59	86.41	0.29	86.56	Neural Network (Specific Model)	11.0	0.882	125368.0	302.4316318434277	3884086.0	0.51	3781.0		Y	Y	SRR4435900	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.24	14.371	NA-NA	HIGH	NA-NA	13.0	14.371	8919/21223	97.24	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA104314588	9963547	2310	4313.22	128979	200	0	0	10394	209	5269	482	1943	1086	99.56	65.29	100.0	Neural Network (Specific Model)	11.0	0.887	10394.0	268.54154154154156	9963547.0	0.52	10989.0		Y	Y	ERR2135253	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.24	29.0	NA-NA	HIGH	NA-NA	29.0	28.648	8911/21223	97.24	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA48228418	5937241	3687	1610.32	47447	200	0	0	3771	399	1958	837	499	2019	100.0	9.51	98.44	Neural Network (Specific Model)	11.0	0.859	3771.0	206.8390190603375	5937241.0	0.5	8237.0		Y	Y	ERR1953696	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.66	107.0	NA-NA	HIGH	NA-NA	107.0	100.627	10180/21223	97.66	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA4848519	9976019	9153	1089.92	81230	200	0	0	1742	1191	844	2836	438	6287	97.78	39.23	95.51	Neural Network (Specific Model)	11.0	0.878	1742.0	182.80148573568889	9976019.0	0.5	16019.0		Y	Y	ERR2750890	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.9875	99.988	99.92	214.0	NA-NA	HIGH	NA-NA	214.0	214.003	20695/21223	99.92	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA4848519	9976019	9153	1089.92	81230	200	0	0	1742	1191	844	2836	438	6287	97.78	39.23	95.51	Neural Network (Specific Model)	11.0	0.878	1742.0	182.80148573568889	9976019.0	0.5	16019.0		Y	Y	ERR2750890	gtdb_genomes_reps_r214/database/GCF/016/466/415/GCF_016466415.2_genomic.fna.gz	0.0125	0.012	97.19	0.027	94.66-97.55	0.027	0.02-0.06	1.0	1.017	230/20611	86.5	NZ_CP066771.1 Ralstonia pickettii strain K-288 chromosome 1, complete sequence	Ralstonia pickettii	Escherichia coli	F	Fail	Fail
SAMN04447593	5370339	398	13493.31	254329	200	100	1	73077	24	35689	45	9941	97	100.0	0.05	100.0	Neural Network (Specific Model)	11.0	0.872	73077.0	293.6081081081081	5370339.0	0.5	5328.0		Y	Y	SRR3195846	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.27	26.0	NA-NA	HIGH	NA-NA	26.0	26.008	9012/21223	97.27	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN05606871	5485111	362	15152.24	328991	202	100	1	124406	14	78661	25	16123	55	100.0	0.02	100.0	Neural Network (Specific Model)	11.0	0.875	124406.0	291.3135223555071	5485111.0	0.5	5502.0		Y	Y	SRR4048285	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	0.079	0.0778	96.68	0.055	95.32-98.46	0.055	0.03-0.08	1.0	0.955	445/21226	88.28	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Escherichia coli	T	Fail	Pass
SAMN05606871	5485111	362	15152.24	328991	202	100	1	124406	14	78661	25	16123	55	100.0	0.02	100.0	Neural Network (Specific Model)	11.0	0.875	124406.0	291.3135223555071	5485111.0	0.5	5502.0		Y	Y	SRR4048285	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.8514	99.8826	97.31	70.0	NA-NA	HIGH	NA-NA	70.0	69.102	9109/21223	97.31	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN05606871	5485111	362	15152.24	328991	202	100	1	124406	14	78661	25	16123	55	100.0	0.02	100.0	Neural Network (Specific Model)	11.0	0.875	124406.0	291.3135223555071	5485111.0	0.5	5502.0		Y	Y	SRR4048285	gtdb_genomes_reps_r214/database/GCF/900/187/225/GCF_900187225.1_genomic.fna.gz	0.0696	0.0396	97.29	0.049	95.48-99.34	0.049	0.02-0.08	1.0	1.036	253/12172	88.25	NZ_LT906436.1 Listeria monocytogenes strain NCTC10357 chromosome 1, complete sequence	Listeria monocytogenes	Escherichia coli	T	Fail	Pass
SAMN05604774	5276127	342	15427.27	467991	201	0	0	134860	12	90584	22	18904	48	99.96	0.09	100.0	Neural Network (Specific Model)	11.0	0.875	134860.0	290.82063372312336	5276127.0	0.5	5302.0		Y	Y	SRR4094906	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.3	51.0	NA-NA	HIGH	NA-NA	51.0	51.706	9078/21223	97.3	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN06767279	5518498	176	31355.1	435530	202	0	0	145324	12	79576	22	27661	46	100.0	0.32	100.0	Neural Network (Specific Model)	11.0	0.876	145324.0	298.81984817626363	5518498.0	0.51	5401.0		Y	Y	SRR5527568	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.29	15.0	NA-NA	HIGH	NA-NA	15.0	15.168	9053/21223	97.29	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Fail
SAMN06767279	5518498	176	31355.1	435530	202	0	0	145324	12	79576	22	27661	46	100.0	0.32	100.0	Neural Network (Specific Model)	11.0	0.876	145324.0	298.81984817626363	5518498.0	0.51	5401.0		Y	Y	SRR5666355	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.29	22.0	NA-NA	HIGH	NA-NA	22.0	22.429	9053/21223	97.29	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Fail
SAMN06127043	5201530	372	13982.61	376804	200	0	0	97204	14	60597	28	19443	57	100.0	0.18	100.0	Neural Network (Specific Model)	11.0	0.874	97204.0	286.5155748536908	5201530.0	0.5	5297.0		Y	Y	SRR5091695	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.8924	99.9387	97.32	60.0	NA-NA	HIGH	NA-NA	60.0	59.165	9147/21223	97.32	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN06127043	5201530	372	13982.61	376804	200	0	0	97204	14	60597	28	19443	57	100.0	0.18	100.0	Neural Network (Specific Model)	11.0	0.874	97204.0	286.5155748536908	5201530.0	0.5	5297.0		Y	Y	SRR5091695	gtdb_genomes_reps_r214/database/GCF/900/187/225/GCF_900187225.1_genomic.fna.gz	0.1076	0.0613	99.06	0.065	97.93-100.43	0.065	0.04-0.09	1.0	1.052	582/12172	90.66	NZ_LT906436.1 Listeria monocytogenes strain NCTC10357 chromosome 1, complete sequence	Listeria monocytogenes	Escherichia coli	T	Fail	Pass
SAMN01922332	313393	218	1437.58	13195	610	0	0	1735	41	958	92	697	170	6.79	0.0	6.25	Neural Network (Specific Model)	11.0	0.815	1735.0	169.86534653465347	313393.0	0.5	505.0		Y	Y	SRR755329	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.76	1.863	97.71-97.81	1.863	1.79-1.94	2.0	2.301	8961/21223	97.26	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN01922311	2154705	965	2232.85	13868	223	0	0	2854	226	1924	410	1094	703	50.22	1.01	43.74	Neural Network (Specific Model)	11.0	0.862	2854.0	230.4105419450631	2154705.0	0.5	2694.0		Y	Y	SRR755309	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.75	3.098	NA-NA	HIGH	NA-NA	3.0	3.098	14369/21223	98.75	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA104292822	9449586	133	71049.52	758435	201	0	0	369262	9	194179	16	100669	29	99.69	96.78	100.0	Neural Network (Specific Model)	11.0	0.89	369262.0	319.96032831737347	9449586.0	0.52	8772.0		Y	Y	ERR2893961	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.03	25.0	NA-NA	HIGH	NA-NA	25.0	24.593	15709/21223	99.03	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN08159356	113986	7	16283.71	106959	235	0	0	106959	1	106959	1	106959	1	6.21	0.0	3.73	Neural Network (Specific Model)	11.0	0.831	106959.0	247.5234375	113986.0	0.51	128.0		Y	Y	SRR6507015	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	96.99	0.219	96.53-97.33	0.219	0.19-0.25	1.0	1.1	1667/21223	92.12	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN08159362	118386	14	8456.14	109428	207	0	0	109428	1	109428	1	109428	1	5.95	0.0	4.25	Neural Network (Specific Model)	11.0	0.846	109428.0	244.45255474452551	118386.0	0.49	137.0		Y	Y	SRR6507020	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	96.96	0.235	96.55-97.33	0.235	0.20-0.26	1.0	1.111	1763/21223	92.29	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN06893786	4987832	128	38967.44	384015	211	0	0	140243	11	73740	20	29547	41	100.0	0.74	100.0	Neural Network (Specific Model)	11.0	0.88	140243.0	308.05883588989286	4987832.0	0.51	4759.0		Y	Y	SRR5512243	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.7	22.0	NA-NA	HIGH	NA-NA	22.0	21.876	19336/21223	99.7	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN06858683	4548144	95	47875.2	396692	207	0	0	128599	11	94002	19	37744	33	99.6	0.09	100.0	Neural Network (Specific Model)	11.0	0.874	128599.0	296.53617686467175	4548144.0	0.51	4478.0		Y	Y	SRR5493687	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.27	50.0	NA-NA	HIGH	NA-NA	50.0	50.453	8987/21223	97.27	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN04263049	4576363	95	48172.24	314950	222	100	1	175728	10	112455	17	40974	31	100.0	0.19	100.0	Neural Network (Specific Model)	11.0	0.879	175728.0	312.07946096654274	4576363.0	0.51	4304.0		Y	Y	SRR2914954	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.3	39.0	NA-NA	HIGH	NA-NA	39.0	39.322	9087/21223	97.3	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN06847251	4872294	546	8923.62	80536	201	100	1	25362	56	14493	107	4959	213	100.0	0.01	100.0	Neural Network (Specific Model)	11.0	0.861	25362.0	271.1468653250774	4872294.0	0.51	5168.0		Y	Y	SRR5588087	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.08	63.0	NA-NA	HIGH	NA-NA	63.0	63.373	8482/21223	97.08	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Fail
SAMN06308685	5519141	404	13661.24	288958	203	0	0	101082	18	48559	33	12273	70	99.85	0.27	100.0	Neural Network (Specific Model)	11.0	0.874	101082.0	283.93722447540114	5519141.0	0.5	5671.0		Y	Y	SRR5282049	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	0.2312	0.2274	98.73	0.076	97.92-99.60	0.076	0.06-0.10	1.0	0.817	1359/21226	91.52	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Escherichia coli	T	Fail	Fail
SAMN06308685	5519141	404	13661.24	288958	203	0	0	101082	18	48559	33	12273	70	99.85	0.27	100.0	Neural Network (Specific Model)	11.0	0.874	101082.0	283.93722447540114	5519141.0	0.5	5671.0		Y	Y	SRR5282049	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.7688	99.7726	97.26	33.0	NA-NA	HIGH	NA-NA	33.0	34.009	8966/21223	97.26	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Fail
SAMN06318802	5336159	875	6098.47	84052	200	0	0	13591	109	8014	208	3379	411	69.92	14.07	84.55	Neural Network (Specific Model)	11.0	0.866	13591.0	276.68214413768374	5336159.0	0.52	5578.0		Y	Y	SRR5487471	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.32	42.0	NA-NA	HIGH	NA-NA	42.0	306.024	9147/21223	97.32	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA1903777	6071205	2927	2074.21	40915	201	0	0	8558	196	3821	403	585	1191	100.0	8.31	100.0	Neural Network (Specific Model)	11.0	0.877	8558.0	224.9912724513028	6071205.0	0.5	7906.0		Y	Y	ERR279369	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.73	85.0	NA-NA	HIGH	NA-NA	85.0	77.837	10403/21223	97.73	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN08172696	4550190	700	6500.27	70455	200	0	0	18998	74	12299	133	4439	249	99.57	0.34	100.0	Neural Network (Specific Model)	11.0	0.849	18998.0	265.22144617912903	4550190.0	0.51	4868.0		Y	Y	SRR6373751	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.41	98.0	NA-NA	HIGH	NA-NA	98.0	100.982	9406/21223	97.41	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Fail
SAMN03922976	5603966	823	6809.19	85987	200	200	2	27025	69	17190	121	6306	220	99.99	7.23	100.0	Neural Network (Specific Model)	11.0	0.878	27025.0	284.403876103132	5603966.0	0.51	5779.0		Y	Y	SRR3098830	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.8349	99.8416	97.49	58.0	NA-NA	HIGH	NA-NA	58.0	62.051	9641/21223	97.49	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN03922976	5603966	823	6809.19	85987	200	200	2	27025	69	17190	121	6306	220	99.99	7.23	100.0	Neural Network (Specific Model)	11.0	0.878	27025.0	284.403876103132	5603966.0	0.51	5779.0		Y	Y	SRR3098830	gtdb_genomes_reps_r214/database/GCF/016/466/415/GCF_016466415.2_genomic.fna.gz	0.1651	0.1584	98.87	0.096	98.16-99.56	0.096	0.07-0.12	1.0	1.046	1358/20611	91.6	NZ_CP066771.1 Ralstonia pickettii strain K-288 chromosome 1, complete sequence	Ralstonia pickettii	Escherichia coli	F	Fail	Fail
SAMN03922998	7467664	7714	968.07	43524	200	100	1	3489	509	1400	1181	216	4213	98.26	28.61	99.87	Neural Network (Specific Model)	11.0	0.857	3489.0	159.72635889798957	7467664.0	0.51	13430.0		Y	Y	SRR3098850	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.8656	99.871	98.73	56.0	NA-NA	HIGH	NA-NA	56.0	61.921	14268/21223	98.73	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN03922998	7467664	7714	968.07	43524	200	100	1	3489	509	1400	1181	216	4213	98.26	28.61	99.87	Neural Network (Specific Model)	11.0	0.857	3489.0	159.72635889798957	7467664.0	0.51	13430.0		Y	Y	SRR3098850	gtdb_genomes_reps_r214/database/GCF/016/466/415/GCF_016466415.2_genomic.fna.gz	0.1344	0.129	98.61	0.075	97.80-99.37	0.075	0.06-0.10	1.0	1.037	993/20611	90.68	NZ_CP066771.1 Ralstonia pickettii strain K-288 chromosome 1, complete sequence	Ralstonia pickettii	Escherichia coli	F	Fail	Fail
SAMN03922952	6491095	4429	1465.59	40553	200	300	3	5670	293	2857	607	478	1607	97.06	22.74	100.0	Neural Network (Specific Model)	11.0	0.863	5670.0	193.3772572489939	6491095.0	0.51	9691.0		Y	Y	SRR3098807	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.5985	99.6146	98.93	60.0	NA-NA	HIGH	NA-NA	60.0	65.149	15191/21223	98.93	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN03922952	6491095	4429	1465.59	40553	200	300	3	5670	293	2857	607	478	1607	97.06	22.74	100.0	Neural Network (Specific Model)	11.0	0.863	5670.0	193.3772572489939	6491095.0	0.51	9691.0		Y	Y	SRR3098807	gtdb_genomes_reps_r214/database/GCF/016/466/415/GCF_016466415.2_genomic.fna.gz	0.4015	0.3854	99.34	0.242	99.13-99.64	0.242	0.22-0.26	1.0	1.134	3688/20611	94.6	NZ_CP066771.1 Ralstonia pickettii strain K-288 chromosome 1, complete sequence	Ralstonia pickettii	Escherichia coli	F	Fail	Fail
SAMN03922908	5484481	550	9971.78	108033	200	0	0	36715	51	21814	89	10717	160	99.56	7.02	100.0	Neural Network (Specific Model)	11.0	0.876	36715.0	292.05425086473696	5484481.0	0.51	5493.0		Y	Y	SRR3098761	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.7812	99.7901	99.07	64.0	NA-NA	HIGH	NA-NA	64.0	68.683	15875/21223	99.07	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN03922908	5484481	550	9971.78	108033	200	0	0	36715	51	21814	89	10717	160	99.56	7.02	100.0	Neural Network (Specific Model)	11.0	0.876	36715.0	292.05425086473696	5484481.0	0.51	5493.0		Y	Y	SRR3098761	gtdb_genomes_reps_r214/database/GCF/016/466/415/GCF_016466415.2_genomic.fna.gz	0.2188	0.2099	98.65	0.14	98.22-99.06	0.140	0.12-0.16	1.0	1.074	1809/20611	92.45	NZ_CP066771.1 Ralstonia pickettii strain K-288 chromosome 1, complete sequence	Ralstonia pickettii	Escherichia coli	F	Fail	Fail
