Sample	Reasons
SAMEA5577713	sylph_min_abundance
SAMEA8263382	sylph_min_abundance
SAMEA69673168	sylph_min_abundance
SAMEA2626192	max_contig_num
SAMN26814605	sylph_min_abundance
SAMN13021749	max_contig_num;min_N50;sylph_min_abundance;checkm2_max_contam
SAMEA4610662	sylph_min_abundance
SAMN07658618	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN11849192	checkm2_max_contam
SAMN00262641	checkm2_max_contam
SAMD00254136	checkm2_min_compl
SAMEA5161761	sylph_min_abundance;checkm2_max_contam
SAMN11848934	sylph_min_abundance
SAMN03479799	sylph_min_abundance;checkm2_max_contam
SAMEA3594241	sylph_min_abundance;checkm2_max_contam
SAMN05213224	sylph_min_abundance
SAMN09384154	sylph_min_abundance
SAMN12565577	sylph_min_abundance;checkm2_max_contam
SAMD00208595	sylph_min_abundance;checkm2_min_compl;checkm2_max_contam
SAMN04477655	sylph_min_abundance
SAMEA4561618	sylph_min_abundance;checkm2_max_contam
SAMEA2627262	sylph_min_abundance;checkm2_max_contam
SAMN02169283	checkm2_min_compl
SAMN12839537	sylph_min_abundance
SAMN09214335	max_contig_num;min_N50;checkm2_max_contam
SAMN07762495	checkm2_min_compl
SAMEA6656804	sylph_min_abundance
SAMEA5378525	sylph_min_abundance
SAMN09279866	checkm2_min_compl
SAMEA13291929	sylph_min_abundance
SAMN26814541	sylph_min_abundance
SAMEA3543153	sylph_no_species_call;checkm2_min_compl
SAMN03197878	sylph_min_abundance
SAMEA110347795	checkm2_max_contam
SAMEA110027460	sylph_min_abundance;checkm2_max_contam
SAMEA7364015	sylph_min_abundance
SAMN41838859	sylph_min_abundance
SAMN25297981	sylph_no_species_call;checkm2_min_compl;checkm2_max_contam
SAMEA4588282	sylph_min_abundance;checkm2_max_contam
SAMN01922362	sylph_min_abundance
SAMN02709529	sylph_min_abundance
SAMN41472369	sylph_min_abundance
SAMN32927338	sylph_min_abundance
SAMN06555537	sylph_min_abundance;checkm2_max_contam
SAMN41331738	sylph_min_abundance;checkm2_max_contam
SAMN09295115	sylph_min_abundance
SAMN18679652	sylph_min_abundance;checkm2_max_contam
SAMEA5130771	max_contig_num;min_N50;checkm2_max_contam
SAMN03577243	sylph_min_abundance;checkm2_max_contam
SAMEA9976743	sylph_min_abundance;checkm2_max_contam
SAMEA111272152	sylph_min_abundance;checkm2_max_contam
SAMN02744651	checkm2_min_compl
SAMEA115875135	sylph_min_abundance
SAMN11523842	sylph_min_abundance;checkm2_max_contam
SAMEA5854667	sylph_min_abundance
SAMEA9449498	sylph_min_abundance;checkm2_max_contam
SAMN26686272	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA5975022	sylph_min_abundance;checkm2_max_contam
SAMEA113537826	sylph_min_abundance;checkm2_max_contam
SAMEA8610469	sylph_min_abundance;checkm2_max_contam
SAMN36848259	sylph_min_abundance
SAMN33958310	checkm2_max_contam
SAMEA104411733	sylph_min_abundance;checkm2_max_contam
SAMN14165620	sylph_min_abundance
SAMN41641324	sylph_min_abundance
SAMN30822095	sylph_min_abundance
SAMN32974983	sylph_min_abundance
SAMN30415094	min_N50;checkm2_min_compl
SAMN16597202	sylph_min_abundance
SAMN10715718	sylph_min_abundance
SAMN09631787	sylph_min_abundance;checkm2_max_contam
SAMN03946295	sylph_min_abundance
SAMEA1483332	max_contig_num;sylph_min_abundance;checkm2_min_compl;checkm2_max_contam
SAMN11268529	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN40030418	sylph_min_abundance;checkm2_max_contam
SAMN40032349	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN08560068	sylph_min_abundance
SAMN41595292	sylph_min_abundance
SAMEA104446944	checkm2_max_contam
SAMN28195607	sylph_min_abundance
SAMN32739747	sylph_min_abundance
SAMN04216098	min_N50;sylph_min_abundance;checkm2_min_compl
SAMEA78989668	sylph_min_abundance
SAMEA4011212	sylph_min_abundance
SAMN33100658	sylph_min_abundance
SAMEA110420511	sylph_min_abundance
SAMEA13292648	sylph_min_abundance
SAMN04297141	sylph_min_abundance
SAMEA8610116	sylph_min_abundance
SAMN11534351	checkm2_min_compl
SAMEA1030682	sylph_min_abundance
SAMEA2785420	sylph_min_abundance;checkm2_max_contam
SAMEA1033792	sylph_min_abundance;checkm2_max_contam
SAMN32974900	sylph_min_abundance
SAMEA104447306	checkm2_max_contam
SAMN05328482	sylph_min_abundance
SAMN41148778	sylph_min_abundance
SAMEA4966635	sylph_min_abundance
SAMN15502200	checkm2_min_compl
SAMN12673257	sylph_min_abundance;checkm2_max_contam
SAMD00658343	sylph_min_abundance
SAMN32975054	sylph_min_abundance
SAMN18977299	sylph_min_abundance
SAMEA113604092	max_contig_num;checkm2_max_contam
SAMEA8609767	sylph_min_abundance;checkm2_max_contam
SAMEA104138014	sylph_min_abundance
SAMEA1941068	max_contig_num;min_N50;checkm2_min_compl
SAMN30469920	sylph_min_abundance
SAMN41332332	sylph_min_abundance
SAMN03292648	sylph_min_abundance;checkm2_max_contam
SAMN41229873	sylph_min_abundance
SAMEA7563291	sylph_min_abundance
SAMEA114786535	sylph_min_abundance
SAMEA1029403	sylph_min_abundance
SAMEA104317832	sylph_min_abundance
SAMEA115740428	sylph_min_abundance
SAMN05506993	max_contig_num
SAMEA4930195	checkm2_max_contam
SAMEA3981066	max_contig_num;checkm2_max_contam
SAMN31014920	sylph_min_abundance
SAMEA6933430	sylph_min_abundance
SAMN16616566	sylph_min_abundance
SAMN12607385	max_contig_num;min_N50;checkm2_max_contam
SAMN41927723	sylph_min_abundance;checkm2_max_contam
SAMEA9436121	sylph_min_abundance
SAMN12585370	checkm2_min_compl
SAMN40030567	sylph_min_abundance
SAMEA5189424	checkm2_min_compl
SAMN12600039	max_contig_num;checkm2_max_contam
SAMN05290096	max_contig_num
SAMEA5983668	sylph_min_abundance;checkm2_max_contam
SAMEA6872274	sylph_min_abundance
SAMEA5161870	sylph_min_abundance;checkm2_max_contam
SAMN22821065	sylph_min_abundance
SAMEA4560888	sylph_min_abundance
SAMD00555764	checkm2_max_contam
SAMEA5378495	sylph_min_abundance
SAMN26686279	sylph_no_species_call;checkm2_max_contam
SAMN11849665	sylph_no_species_call
SAMN04417952	sylph_min_abundance
SAMN33314411	checkm2_max_contam
SAMN41328395	sylph_min_abundance
SAMN32974964	sylph_min_abundance
SAMN42002533	sylph_min_abundance
SAMEA7620531	checkm2_max_contam
SAMN41498735	sylph_no_species_call
SAMN11268477	sylph_min_abundance
SAMEA7723124	sylph_min_abundance
SAMN22841103	sylph_min_abundance
SAMN18191166	checkm2_max_contam
SAMN02369480	sylph_min_abundance
SAMN17378006	sylph_min_abundance;checkm2_max_contam
SAMN33565255	max_contig_num;min_N50;checkm2_max_contam
SAMN11848796	checkm2_min_compl
SAMN25843196	sylph_min_abundance
SAMN18148133	max_contig_num;checkm2_max_contam
SAMN34405709	checkm2_max_contam
SAMN02599039	sylph_min_abundance
SAMN03225367	sylph_min_abundance
SAMEA104189446	sylph_min_abundance
SAMEA7297280	min_N50;checkm2_min_compl
SAMEA7555519	sylph_min_abundance;checkm2_max_contam
SAMEA104447438	sylph_min_abundance;checkm2_max_contam
SAMN07767760	sylph_min_abundance
SAMN31952245	sylph_min_abundance
SAMN04271286	sylph_no_species_call
SAMN24016343	sylph_no_species_call
SAMN32509296	sylph_min_abundance;checkm2_max_contam
SAMEA110665910	checkm2_max_contam
SAMEA5818214	sylph_min_abundance
SAMN09228846	sylph_min_abundance;checkm2_max_contam
SAMEA3391250	checkm2_max_contam
SAMN17498049	sylph_min_abundance
SAMN13320064	sylph_min_abundance
SAMEA704451	sylph_min_abundance
SAMN06179701	checkm2_max_contam
SAMN11847136	sylph_min_abundance;checkm2_min_compl
SAMEA3323158	max_contig_num;min_N50;sylph_min_abundance;checkm2_min_compl
SAMEA2696588	sylph_min_abundance;checkm2_max_contam
SAMN26931299	max_contig_num;min_N50;checkm2_max_contam
SAMEA4831735	sylph_min_abundance
SAMN32509041	checkm2_max_contam
SAMEA2052286	sylph_min_abundance
SAMEA3353516	sylph_min_abundance
SAMEA4781871	sylph_min_abundance
SAMN03648066	max_contig_num;min_N50;checkm2_min_compl;checkm2_max_contam
SAMEA111272886	checkm2_max_contam
SAMEA4587326	sylph_min_abundance;checkm2_max_contam
SAMN32081892	sylph_min_abundance;checkm2_max_contam
SAMN19375627	sylph_min_abundance;checkm2_max_contam
SAMN11848824	sylph_min_abundance
SAMEA2376776	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA4832387	sylph_min_abundance
SAMN09233140	sylph_min_abundance
SAMN04215065	checkm2_min_compl
SAMN02745505	sylph_no_species_call;checkm2_min_compl
SAMEA7554168	sylph_min_abundance
SAMEA4967989	sylph_min_abundance;checkm2_max_contam
SAMN16233225	sylph_no_species_call
SAMN11846900	sylph_min_abundance
SAMN04480378	sylph_min_abundance
SAMEA115606656	max_contig_num;min_N50;checkm2_max_contam
SAMN25999915	sylph_min_abundance
SAMN12839639	sylph_min_abundance
SAMN25999950	sylph_min_abundance
SAMN33388110	sylph_no_species_call
SAMN02744708	sylph_no_species_call;checkm2_min_compl
SAMN41468429	sylph_min_abundance
SAMEA112486682	checkm2_max_contam
SAMN05576895	sylph_min_abundance
SAMD00754624	sylph_min_abundance
SAMN33927435	sylph_min_abundance
SAMN06330535	sylph_min_abundance;checkm2_max_contam
SAMEA1571112	sylph_min_abundance;checkm2_max_contam
SAMN37189766	sylph_min_abundance
SAMN36911442	sylph_no_species_call
SAMN07125739	sylph_min_abundance
SAMEA8611369	sylph_no_species_call;checkm2_max_contam
SAMN10961389	sylph_min_abundance
SAMN07809538	checkm2_max_contam
SAMN11104357	sylph_min_abundance
SAMEA7589107	sylph_min_abundance;checkm2_max_contam
SAMEA3729660	sylph_min_abundance
SAMEA112126357	sylph_min_abundance
SAMEA8611535	sylph_no_species_call;checkm2_max_contam
SAMN25752892	max_contig_num;min_N50;checkm2_max_contam
SAMN06330556	sylph_min_abundance;checkm2_max_contam
SAMEA7620046	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA114389981	sylph_min_abundance
SAMEA2223805	sylph_min_abundance;checkm2_max_contam
SAMEA2061934	sylph_min_abundance
SAMEA111270871	sylph_min_abundance
SAMEA2228827	max_contig_num;checkm2_max_contam
SAMN03476658	sylph_min_abundance
SAMEA9967180	sylph_min_abundance
SAMN25989438	sylph_min_abundance
SAMN16636020	sylph_min_abundance;checkm2_max_contam
SAMN35767193	sylph_no_species_call
SAMEA1485497	sylph_min_abundance
SAMEA70673668	checkm2_max_contam
SAMN34339582	checkm2_max_contam
SAMN08647737	checkm2_max_contam
SAMEA113934331	checkm2_max_contam
SAMN03451480	checkm2_min_compl
SAMN16237121	sylph_min_abundance
SAMEA5378407	sylph_min_abundance
SAMN41332416	sylph_min_abundance
SAMN20603216	sylph_min_abundance;checkm2_max_contam
SAMEA104411483	sylph_min_abundance;checkm2_max_contam
SAMN06330447	sylph_min_abundance;checkm2_max_contam
SAMN41331944	checkm2_max_contam
SAMN20372552	sylph_min_abundance;checkm2_max_contam
SAMN12565583	sylph_min_abundance;checkm2_max_contam
SAMN31452943	sylph_min_abundance
SAMN06019146	sylph_min_abundance
SAMEA111341392	sylph_min_abundance
SAMN24016456	sylph_no_species_call
SAMEA111270439	sylph_min_abundance
SAMN32956074	sylph_min_abundance
SAMEA111270769	sylph_min_abundance
SAMEA4607783	max_contig_num;checkm2_max_contam
SAMN40031432	sylph_min_abundance;checkm2_max_contam
SAMEA5980650	checkm2_max_contam
SAMN11268649	sylph_min_abundance;checkm2_max_contam
SAMEA3304250	sylph_min_abundance
SAMEA3538671	sylph_min_abundance;checkm2_max_contam
SAMEA8653791	sylph_no_species_call
SAMEA112764534	checkm2_min_compl
SAMEA7562048	sylph_min_abundance
SAMN02199356	sylph_min_abundance
SAMEA1560434	sylph_min_abundance;checkm2_max_contam
SAMEA3878626	checkm2_min_compl
SAMN13413339	max_contig_num;checkm2_max_contam
SAMEA7455990	checkm2_max_contam
SAMN13332209	min_N50;sylph_min_abundance;checkm2_min_compl
SAMN29681297	sylph_min_abundance
SAMEA5612505	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN07336257	sylph_min_abundance
SAMN11157190	sylph_min_abundance
SAMN04461334	min_N50;sylph_no_species_call;checkm2_min_compl
SAMN37210504	sylph_min_abundance;checkm2_max_contam
SAMN41759978	sylph_min_abundance
SAMEA5378585	sylph_min_abundance
SAMN11849048	checkm2_min_compl
SAMN11846391	sylph_min_abundance
SAMN26366747	sylph_min_abundance
SAMEA6462231	sylph_min_abundance
SAMN33239329	sylph_min_abundance
SAMEA5764469	sylph_min_abundance;checkm2_max_contam
SAMEA3389789	sylph_min_abundance;checkm2_max_contam
SAMN30414233	max_contig_num
SAMEA4610657	sylph_min_abundance
SAMN08886655	checkm2_min_compl
SAMEA2336368	sylph_min_abundance
SAMEA7562054	sylph_min_abundance
SAMN10828812	sylph_min_abundance;checkm2_max_contam
SAMN40604635	max_contig_num;min_N50;checkm2_min_compl;checkm2_max_contam
SAMN40036901	checkm2_max_contam
SAMEA2172057	checkm2_min_compl
SAMN30547695	checkm2_min_compl
SAMN15772922	sylph_min_abundance;checkm2_max_contam
SAMN40031147	sylph_min_abundance;checkm2_max_contam
SAMN07634909	sylph_no_species_call
SAMN04624164	sylph_min_abundance;checkm2_max_contam
SAMN41333578	sylph_min_abundance;checkm2_max_contam
SAMEA2237367	max_contig_num;min_N50;checkm2_min_compl;checkm2_max_contam
SAMN09428378	sylph_min_abundance
SAMN36664882	max_contig_num
SAMN16815205	sylph_min_abundance;checkm2_max_contam
SAMN38010259	checkm2_min_compl
SAMN26660555	sylph_min_abundance
SAMN33940357	sylph_min_abundance
SAMEA7561580	sylph_min_abundance
SAMEA10468510	sylph_min_abundance
SAMEA5987438	checkm2_max_contam
SAMN09386505	sylph_min_abundance;checkm2_max_contam
SAMN33769850	sylph_min_abundance
SAMEA6145388	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA5326238	checkm2_max_contam
SAMEA2071298	sylph_min_abundance;checkm2_max_contam
SAMN41793861	max_contig_num;min_N50;checkm2_min_compl;checkm2_max_contam
SAMEA5161821	sylph_min_abundance
SAMEA110241089	sylph_min_abundance
SAMEA114571773	sylph_min_abundance
SAMEA5612552	sylph_min_abundance
SAMEA9956692	checkm2_max_contam
SAMEA112330516	sylph_min_abundance
SAMN37275913	max_contig_num;min_N50
SAMN31308868	sylph_min_abundance;checkm2_min_compl
SAMEA115749587	checkm2_min_compl
SAMN32062173	sylph_min_abundance
SAMN11337724	sylph_min_abundance
SAMN00828672	sylph_min_abundance
SAMEA8610225	sylph_min_abundance;checkm2_max_contam
SAMEA3317780	sylph_min_abundance;checkm2_max_contam
SAMN33769974	sylph_min_abundance
SAMEA7510114	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA9334820	sylph_min_abundance
SAMN18146262	sylph_min_abundance
SAMEA18841918	checkm2_min_compl
SAMEA7456137	checkm2_max_contam
SAMEA6566937	sylph_min_abundance
SAMN17369618	sylph_min_abundance
SAMEA1400889	sylph_min_abundance;checkm2_max_contam
SAMN10076870	sylph_min_abundance
SAMEA104394023	checkm2_min_compl
SAMN13022886	checkm2_max_contam
SAMD00749828	sylph_min_abundance
SAMN02598975	sylph_min_abundance
SAMN32301006	sylph_min_abundance
SAMEA110354918	sylph_min_abundance;checkm2_max_contam
SAMEA3929380	max_contig_num;checkm2_max_contam
SAMEA113538610	checkm2_max_contam
SAMN02744836	sylph_no_species_call;checkm2_min_compl
SAMN08906694	sylph_min_abundance
SAMD00141185	checkm2_min_compl
SAMN41139878	sylph_min_abundance
SAMN26198466	sylph_no_species_call
SAMN04414800	sylph_min_abundance
SAMN08623821	sylph_min_abundance
SAMN32247324	max_contig_num;checkm2_max_contam
SAMN03433341	sylph_min_abundance
SAMN14235217	sylph_min_abundance;checkm2_max_contam
SAMEA6424878	checkm2_max_contam
SAMN12573962	sylph_min_abundance;checkm2_max_contam
SAMEA104399763	min_N50;checkm2_min_compl
SAMEA110420740	sylph_min_abundance;checkm2_max_contam
SAMEA7184156	checkm2_max_contam
SAMEA9696946	sylph_min_abundance
SAMN11095717	sylph_min_abundance
SAMD00013965	sylph_min_abundance
SAMEA7624452	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN16824764	sylph_min_abundance
SAMN07658365	sylph_min_abundance;checkm2_max_contam
SAMEA4976406	sylph_min_abundance;checkm2_max_contam
SAMN30525727	sylph_min_abundance
SAMN13865283	checkm2_max_contam
SAMN21405617	sylph_min_abundance
SAMN25999995	sylph_min_abundance
SAMN31673422	sylph_min_abundance;checkm2_max_contam
SAMEA7549172	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA954718	sylph_min_abundance;checkm2_max_contam
SAMN14112143	max_contig_num;min_N50;checkm2_max_contam
SAMEA4831765	sylph_min_abundance;checkm2_max_contam
SAMEA114313253	checkm2_max_contam
SAMEA8610359	sylph_min_abundance;checkm2_max_contam
SAMN17165901	max_contig_num;min_N50;checkm2_min_compl
SAMN07659522	sylph_min_abundance;checkm2_max_contam
SAMEA7548425	sylph_min_abundance
SAMEA1905232	sylph_min_abundance;checkm2_max_contam
SAMEA7619448	sylph_min_abundance
SAMN07344649	sylph_min_abundance
SAMEA104446973	checkm2_max_contam
SAMEA114470209	sylph_min_abundance
SAMEA5607321	sylph_min_abundance
SAMN06212466	max_contig_num;checkm2_min_compl;checkm2_max_contam
SAMN38055998	min_N50;checkm2_min_compl;checkm2_max_contam
SAMN41498876	max_contig_num
SAMN32508666	checkm2_max_contam
SAMN14604073	checkm2_min_compl
SAMN34596524	checkm2_min_compl
SAMN32509452	sylph_min_abundance
SAMN41332620	sylph_min_abundance
SAMN08162479	sylph_min_abundance
SAMEA4040886	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN36726097	sylph_min_abundance
SAMEA4846619	sylph_min_abundance
SAMEA5050576	sylph_min_abundance;checkm2_max_contam
SAMN35153906	sylph_min_abundance;checkm2_max_contam
SAMN31060666	sylph_no_species_call
SAMEA4621318	sylph_min_abundance
SAMN06330558	sylph_min_abundance;checkm2_max_contam
SAMN05661076	sylph_min_abundance;checkm2_max_contam
SAMN26366771	sylph_min_abundance;checkm2_max_contam
SAMEA6623568	sylph_min_abundance
SAMN04488499	checkm2_max_contam
SAMN12880784	min_N50;checkm2_min_compl
SAMN41759915	sylph_min_abundance
SAMN06092050	sylph_min_abundance;checkm2_max_contam
SAMEA4966665	max_contig_num;min_N50;sylph_min_abundance;checkm2_max_contam
SAMN22137270	min_N50;checkm2_min_compl
SAMN18146201	sylph_min_abundance;checkm2_max_contam
SAMEA104176619	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA3673191	sylph_min_abundance
SAMN30158194	sylph_min_abundance;checkm2_max_contam
SAMN09298341	sylph_min_abundance
SAMEA4384833	checkm2_max_contam
SAMEA8610196	sylph_min_abundance;checkm2_max_contam
SAMEA112181298	sylph_min_abundance
SAMN07291510	sylph_min_abundance
SAMEA7584434	sylph_min_abundance;checkm2_max_contam
SAMN04545135	sylph_min_abundance
SAMEA1094360	sylph_min_abundance;checkm2_max_contam
SAMEA114860425	max_contig_num;min_N50;checkm2_max_contam
SAMN41339569	sylph_min_abundance;checkm2_max_contam
SAMN12512970	sylph_min_abundance
SAMEA7321650	sylph_min_abundance
SAMN02598991	sylph_min_abundance;checkm2_max_contam
SAMN20423798	sylph_min_abundance
SAMN07185496	sylph_min_abundance;checkm2_max_contam
SAMN20368110	sylph_min_abundance
SAMN37145091	sylph_no_species_call
SAMEA4730597	sylph_min_abundance
SAMD00412642	sylph_min_abundance
SAMN41825941	sylph_min_abundance
SAMEA1530746	sylph_min_abundance;checkm2_max_contam
SAMN28573499	max_contig_num;checkm2_max_contam
SAMEA111519010	sylph_min_abundance
SAMN00696731	min_N50;checkm2_min_compl
SAMN13648600	sylph_min_abundance
SAMEA2698431	checkm2_min_compl
SAMN17165380	sylph_min_abundance
SAMN11848667	sylph_min_abundance
SAMEA115097154	sylph_min_abundance;checkm2_max_contam
SAMEA104163985	min_N50;sylph_no_species_call;checkm2_no_diamond
SAMN13975673	sylph_min_abundance
SAMN04568137	sylph_min_abundance
SAMN09469947	max_contig_num;min_N50;sylph_min_abundance;checkm2_min_compl;checkm2_max_contam
SAMN07678778	checkm2_min_compl
SAMN32509433	max_contig_num;checkm2_min_compl
SAMN38289444	sylph_min_abundance
SAMEA14321151	sylph_min_abundance
SAMN41499272	max_contig_num;checkm2_min_compl
SAMEA115748987	sylph_min_abundance
SAMN16616487	sylph_min_abundance
SAMN18118218	sylph_min_abundance
SAMN28827653	sylph_min_abundance;checkm2_max_contam
SAMN41725004	sylph_min_abundance;checkm2_max_contam
SAMN08130124	sylph_min_abundance
SAMN18324542	sylph_min_abundance
SAMN06330572	sylph_min_abundance;checkm2_max_contam
SAMN32974971	sylph_min_abundance
SAMN03648968	sylph_min_abundance
SAMN07345799	checkm2_min_compl
SAMEA114240771	sylph_min_abundance
SAMEA7584616	max_contig_num;checkm2_max_contam
SAMN32508491	checkm2_min_compl
SAMEA3712966	sylph_min_abundance
SAMEA8610848	sylph_min_abundance;checkm2_max_contam
SAMN12781018	max_contig_num;checkm2_max_contam
SAMN31673208	sylph_min_abundance
SAMEA111563041	sylph_no_species_call
SAMD00320787	sylph_min_abundance;checkm2_max_contam
SAMN07428589	sylph_min_abundance
